MovieID,Title,Year,Genres,Language,Country,Total Views
884,Sweet Nothing,1995,DRAMA,English,Canada,95858
885,Bogus,1996,CHILDREN'S|DRAMA|FANTASY,French,USA,4720
886,Bulletproof,1996,ACTION,Italian,Italy,32332
887,Talk of Angels,1998,DRAMA,German,USA,9981
888,Land Before Time III: The Time of the Great Giving,1995,ANIMATION|CHILDREN'S,English,France,37253
889,1-900,1994,ROMANCE,German,Italy,55911
890,Baton Rouge,1988,THRILLER,English,France,24486
891,Halloween: The Curse of Michael Myers,1995,HORROR|THRILLER,English,Canada,44742
892,Twelfth Night,1996,COMEDY|DRAMA|ROMANCE,Spanish,India,13865
893,Mother Night,1996,DRAMA,French,Canada,40046
894,Liebelei,1933,ROMANCE,English,UK,21937
895,Venice/Venice,1992,DRAMA,German,USA,45995
896,Wild Reeds,1994,DRAMA,Italian,Italy,7841
897,For Whom the Bell Tolls,1943,ADVENTURE|WAR,English,UK,42100
898,"Philadelphia Story, The",1940,COMEDY|ROMANCE,Spanish,Canada,85473
899,Singin' in the Rain,1952,MUSICAL|ROMANCE,English,Italy,82785
900,"American in Paris, An",1951,MUSICAL|ROMANCE,French,UK,9796
901,Funny Face,1957,COMEDY|MUSICAL,French,UK,82113
902,Breakfast at Tiffany's,1961,DRAMA|ROMANCE,French,USA,94289
903,Vertigo,1958,MYSTERY|THRILLER,Spanish,France,37296
904,Rear Window,1954,MYSTERY|THRILLER,French,France,27413
905,It Happened One Night,1934,COMEDY,Spanish,India,43314
906,Gaslight,1944,MYSTERY|THRILLER,Spanish,Italy,64379
907,"Gay Divorcee, The",1934,COMEDY|MUSICAL|ROMANCE,Italian,Canada,7544
908,North by Northwest,1959,DRAMA|THRILLER,English,UK,20750
909,"Apartment, The",1960,COMEDY|DRAMA,English,USA,2561
910,Some Like It Hot,1959,COMEDY|CRIME,Italian,Canada,2649
911,Charade,1963,COMEDY|MYSTERY|ROMANCE|THRILLER,French,India,25377
912,Casablanca,1942,DRAMA|ROMANCE|WAR,German,Italy,1863
913,"Maltese Falcon, The",1941,FILM|NOIR|MYSTERY,Italian,Italy,13583
914,My Fair Lady,1964,MUSICAL|ROMANCE,Spanish,India,84385
915,Sabrina,1954,COMEDY|ROMANCE,Italian,USA,34344
916,Roman Holiday,1953,COMEDY|ROMANCE,French,Canada,48201
917,"Little Princess, The",1939,CHILDREN'S|DRAMA,English,Canada,7212
918,Meet Me in St. Louis,1944,MUSICAL,Spanish,France,51824
919,"Wizard of Oz, The",1939,ADVENTURE|CHILDREN'S|DRAMA|MUSICAL,Spanish,France,19850
920,Gone with the Wind,1939,DRAMA|ROMANCE|WAR,Spanish,India,84556
921,My Favorite Year,1982,COMEDY,English,UK,86435
922,Sunset Blvd. (a.k.a. Sunset Boulevard),1950,FILM|NOIR,French,India,2021
923,Citizen Kane,1941,DRAMA,French,France,91403
924,2001: A Space Odyssey,1968,DRAMA|MYSTERY|SCI-FI|THRILLER,Spanish,Italy,80353
925,Golden Earrings,1947,ADVENTURE|ROMANCE,English,India,92857
926,All About Eve,1950,DRAMA,French,UK,58157
927,"Women, The",1939,COMEDY,German,Canada,67652
928,Rebecca,1940,ROMANCE|THRILLER,Spanish,France,4537
929,Foreign Correspondent,1940,THRILLER,French,Italy,55321
930,Notorious,1946,FILM|NOIR|ROMANCE|THRILLER,Italian,Italy,13304
931,Spellbound,1945,MYSTERY|ROMANCE|THRILLER,Spanish,USA,66533
932,"Affair to Remember, An",1957,ROMANCE,Spanish,Italy,57295
933,To Catch a Thief,1955,COMEDY|ROMANCE|THRILLER,Spanish,Italy,74357
934,Father of the Bride,1950,COMEDY,Spanish,UK,20067
935,"Band Wagon, The",1953,COMEDY|MUSICAL,English,UK,21847
936,Ninotchka,1939,COMEDY|ROMANCE,Italian,France,9381
937,Love in the Afternoon,1957,COMEDY|ROMANCE,Spanish,India,64602
938,Gigi,1958,MUSICAL,Italian,India,26049
939,"Reluctant Debutante, The",1958,COMEDY|DRAMA,Italian,Italy,11114
940,"Adventures of Robin Hood, The",1938,ACTION|ADVENTURE,Spanish,UK,13607
941,"Mark of Zorro, The",1940,ADVENTURE,English,Canada,9533
942,Laura,1944,CRIME|FILM|NOIR|MYSTERY,German,France,7328
943,"Ghost and Mrs. Muir, The",1947,DRAMA|ROMANCE,Italian,Italy,13561
944,Lost Horizon,1937,DRAMA,German,India,39011
945,Top Hat,1935,COMEDY|MUSICAL|ROMANCE,English,UK,52560
946,To Be or Not to Be,1942,COMEDY|DRAMA|WAR,Spanish,UK,33241
947,My Man Godfrey,1936,COMEDY,French,UK,88153
948,Giant,1956,DRAMA,French,UK,94724
949,East of Eden,1955,DRAMA,Italian,UK,5450
950,"Thin Man, The",1934,MYSTERY,French,Italy,8229
951,His Girl Friday,1940,COMEDY,French,Canada,91478
952,Around the World in 80 Days,1956,ADVENTURE|COMEDY,German,Italy,63245
953,It's a Wonderful Life,1946,DRAMA,Spanish,Canada,29867
954,Mr. Smith Goes to Washington,1939,DRAMA,Italian,Canada,59356
955,Bringing Up Baby,1938,COMEDY,Spanish,UK,96030
956,Penny Serenade,1941,DRAMA|ROMANCE,German,Italy,48502
957,"Scarlet Letter, The",1926,DRAMA,German,India,80006
958,Lady of Burlesque,1943,COMEDY|MYSTERY,English,USA,6210
959,Of Human Bondage,1934,DRAMA,English,Italy,4863
960,Angel on My Shoulder,1946,CRIME|DRAMA,Italian,India,62455
961,Little Lord Fauntleroy,1936,DRAMA,Italian,Canada,95356
962,They Made Me a Criminal,1939,CRIME|DRAMA,German,UK,92364
963,"Inspector General, The",1949,MUSICAL,Spanish,Canada,19636
964,Angel and the Badman,1947,WESTERN,Spanish,Canada,8826
965,"39 Steps, The",1935,THRILLER,English,USA,92979
966,"Walk in the Sun, A",1945,DRAMA,German,France,43621
967,"Outlaw, The",1943,WESTERN,German,USA,20590
968,Night of the Living Dead,1968,HORROR|SCI-FI,English,India,59073
969,"African Queen, The",1951,ACTION|ADVENTURE|ROMANCE|WAR,English,Canada,97830
970,Beat the Devil,1954,COMEDY|DRAMA,French,USA,42384
971,Cat on a Hot Tin Roof,1958,DRAMA,English,UK,75326
972,"Last Time I Saw Paris, The",1954,DRAMA,French,Canada,72778
973,Meet John Doe,1941,DRAMA,Spanish,France,42691
974,Algiers,1938,DRAMA|ROMANCE,Spanish,UK,3031
975,Something to Sing About,1937,COMEDY|MUSICAL,English,France,68010
976,"Farewell to Arms, A",1932,ROMANCE|WAR,Spanish,Canada,87793
977,Moonlight Murder,1936,MYSTERY,Spanish,Canada,88563
978,"Blue Angel, The (Blaue Engel, Der)",1930,DRAMA,German,France,88498
979,Nothing Personal,1995,DRAMA|WAR,Spanish,Canada,68792
980,In the Line of Duty 2,1987,ACTION,Spanish,Canada,69027
981,Dangerous Ground,1997,DRAMA,Italian,France,84348
982,Picnic,1955,DRAMA,French,France,40950
983,Madagascar Skin,1995,ROMANCE,English,UK,22918
984,"Pompatus of Love, The",1996,COMEDY|DRAMA,French,USA,8985
985,Small Wonders,1996,DOCUMENTARY,English,Italy,5415
986,Fly Away Home,1996,ADVENTURE|CHILDREN'S,French,Italy,62197
987,Bliss,1997,DRAMA|ROMANCE,Spanish,USA,20280
988,Grace of My Heart,1996,COMEDY|DRAMA,French,USA,75987
989,Schlafes Bruder (Brother of Sleep),1995,DRAMA,English,UK,65338
990,Maximum Risk,1996,ACTION|ADVENTURE|THRILLER,Spanish,Canada,12195
991,Michael Collins,1996,DRAMA|WAR,English,India,81343
992,"Rich Man's Wife, The",1996,THRILLER,German,France,92009
993,Infinity,1996,DRAMA,German,India,40459
994,Big Night,1996,DRAMA,French,USA,94032
996,Last Man Standing,1996,ACTION|DRAMA|WESTERN,French,Italy,37029
997,Caught,1996,DRAMA|THRILLER,English,France,6655
998,Set It Off,1996,ACTION|CRIME,Spanish,France,52879
999,2 Days in the Valley,1996,CRIME,English,UK,13698
1000,Curdled,1996,CRIME,English,Canada,26530
1001,"Associate, The (L'Associe)",1982,COMEDY,Italian,Italy,9691
1002,Ed's Next Move,1996,COMEDY,Italian,Canada,94835
1003,Extreme Measures,1996,DRAMA|THRILLER,French,India,70451
1004,"Glimmer Man, The",1996,ACTION|THRILLER,Spanish,France,69423
1005,D3: The Mighty Ducks,1996,CHILDREN'S|COMEDY,Italian,USA,74397
1006,"Chamber, The",1996,DRAMA,English,USA,89997
1007,"Apple Dumpling Gang, The",1975,CHILDREN'S|COMEDY|WESTERN,French,USA,68838
1008,"Davy Crockett, King of the Wild Frontier",1955,WESTERN,Italian,France,28088
1009,Escape to Witch Mountain,1975,ADVENTURE|CHILDREN'S|FANTASY,German,UK,76815
1010,"Love Bug, The",1969,CHILDREN'S|COMEDY,German,India,62805
1011,Herbie Rides Again,1974,ADVENTURE|CHILDREN'S|COMEDY,French,Italy,7136
1012,Old Yeller,1957,CHILDREN'S|DRAMA,English,France,18027
1013,"Parent Trap, The",1961,CHILDREN'S|DRAMA,Italian,Italy,57469
1014,Pollyanna,1960,CHILDREN'S|COMEDY|DRAMA,Spanish,UK,41349
1015,Homeward Bound: The Incredible Journey,1993,ADVENTURE|CHILDREN'S,English,USA,96687
1016,"Shaggy Dog, The",1959,CHILDREN'S|COMEDY,Italian,France,63227
1017,Swiss Family Robinson,1960,ADVENTURE|CHILDREN'S,Spanish,UK,42230
1018,That Darn Cat!,1965,CHILDREN'S|COMEDY|MYSTERY,German,Italy,37158
1019,"20,000 Leagues Under the Sea",1954,ADVENTURE|CHILDREN'S|FANTASY|SCI-FI,German,USA,84765
1020,Cool Runnings,1993,COMEDY,French,Italy,95670
1021,Angels in the Outfield,1994,CHILDREN'S|COMEDY,English,India,29925
1022,Cinderella,1950,ANIMATION|CHILDREN'S|MUSICAL,Italian,UK,16371
1023,Winnie the Pooh and the Blustery Day,1968,ANIMATION|CHILDREN'S,Spanish,UK,27200
1024,"Three Caballeros, The",1945,ANIMATION|CHILDREN'S|MUSICAL,French,Italy,92094
1025,"Sword in the Stone, The",1963,ANIMATION|CHILDREN'S,Italian,USA,99481
1026,So Dear to My Heart,1949,CHILDREN'S|DRAMA,English,France,20413
1027,Robin Hood: Prince of Thieves,1991,DRAMA,English,India,43132
1028,Mary Poppins,1964,CHILDREN'S|COMEDY|MUSICAL,Spanish,UK,55288
1029,Dumbo,1941,ANIMATION|CHILDREN'S|MUSICAL,Spanish,Canada,5103
1030,Pete's Dragon,1977,ADVENTURE|ANIMATION|CHILDREN'S|MUSICAL,English,India,77454
1031,Bedknobs and Broomsticks,1971,ADVENTURE|CHILDREN'S|MUSICAL,Spanish,France,16318
1032,Alice in Wonderland,1951,ANIMATION|CHILDREN'S|MUSICAL,Italian,India,76950
1033,"Fox and the Hound, The",1981,ANIMATION|CHILDREN'S,German,UK,74332
1034,Freeway,1996,CRIME,French,Canada,35640
1035,"Sound of Music, The",1965,MUSICAL,Italian,USA,42772
1036,Die Hard,1988,ACTION|THRILLER,German,UK,61917
1037,"Lawnmower Man, The",1992,ACTION|SCI-FI|THRILLER,English,Canada,76090
1038,Unhook the Stars,1996,DRAMA,English,India,85247
1039,Synthetic Pleasures,1995,DOCUMENTARY,Spanish,Canada,93620
1040,"Secret Agent, The",1996,DRAMA,Spanish,USA,7200
1041,Secrets & Lies,1996,DRAMA,Spanish,France,63977
1042,That Thing You Do!,1996,COMEDY,Italian,India,89282
1043,To Gillian on Her 37th Birthday,1996,DRAMA|ROMANCE,Italian,USA,87598
1044,Surviving Picasso,1996,DRAMA,Spanish,Italy,45283
1045,Love Is All There Is,1996,COMEDY|DRAMA,English,France,87654
1046,Beautiful Thing,1996,DRAMA|ROMANCE,Spanish,Italy,58654
1047,"Long Kiss Goodnight, The",1996,ACTION|THRILLER,French,India,87336
1049,"Ghost and the Darkness, The",1996,ACTION|ADVENTURE,German,USA,68720
1050,Looking for Richard,1996,DOCUMENTARY|DRAMA,English,Canada,20049
1051,Trees Lounge,1996,DRAMA,English,Canada,3152
1052,"Proprietor, The",1996,DRAMA,French,UK,86995
1053,Normal Life,1996,CRIME|DRAMA,French,Canada,56209
1054,Get on the Bus,1996,DRAMA,French,USA,93274
1055,Shadow Conspiracy,1997,THRILLER,French,France,65173
1056,Jude,1996,DRAMA,Spanish,Italy,35191
1057,Everyone Says I Love You,1996,COMEDY|MUSICAL|ROMANCE,Spanish,Italy,12634
1058,Bitter Sugar (Azucar Amargo),1996,DRAMA,French,UK,62724
1059,William Shakespeare's Romeo and Juliet,1996,DRAMA|ROMANCE,French,USA,88884
1060,Swingers,1996,COMEDY|DRAMA,French,USA,90095
1061,Sleepers,1996,CRIME|DRAMA,Italian,Italy,5376
1062,"Sunchaser, The",1996,DRAMA,Spanish,France,87692
1063,Johns,1996,DRAMA,Spanish,USA,24872
1064,Aladdin and the King of Thieves,1996,ANIMATION|CHILDREN'S|COMEDY,French,Italy,30581
1065,"Woman in Question, The",1950,MYSTERY,German,India,35173
1066,Shall We Dance?,1937,COMEDY|MUSICAL|ROMANCE,English,Canada,56811
1067,"Damsel in Distress, A",1937,COMEDY|MUSICAL|ROMANCE,German,Italy,37818
1068,Crossfire,1947,CRIME|FILM|NOIR,French,UK,60801
1069,"Murder, My Sweet",1944,FILM|NOIR|THRILLER,French,France,7210
1070,Macao,1952,ADVENTURE,French,USA,92754
1071,For the Moment,1994,ROMANCE|WAR,English,Canada,16322
1073,Willy Wonka and the Chocolate Factory,1971,ADVENTURE|CHILDREN'S|COMEDY|FANTASY,English,India,30876
1075,"Sexual Life of the Belgians, The",1994,COMEDY,French,Italy,36562
1076,"Innocents, The",1961,THRILLER,English,India,57444
1077,Sleeper,1973,COMEDY|SCI-FI,English,USA,27280
1078,Bananas,1971,COMEDY|WAR,Spanish,USA,66703
1079,"Fish Called Wanda, A",1988,COMEDY,Spanish,Italy,21192
1080,Monty Python's Life of Brian,1979,COMEDY,Spanish,Canada,30391
1081,Victor/Victoria,1982,COMEDY|MUSICAL,Spanish,Canada,35370
1082,"Candidate, The",1972,DRAMA,French,UK,3260
1083,"Great Race, The",1965,COMEDY|MUSICAL,French,India,57282
1084,Bonnie and Clyde,1967,CRIME|DRAMA,Spanish,India,61814
1085,"Old Man and the Sea, The",1958,ADVENTURE|DRAMA,Italian,India,51181
1086,Dial M for Murder,1954,MYSTERY|THRILLER,Italian,France,25223
1087,Madame Butterfly,1995,MUSICAL,German,USA,7093
1088,Dirty Dancing,1987,MUSICAL|ROMANCE,Spanish,France,4491
1089,Reservoir Dogs,1992,CRIME|THRILLER,French,Canada,23776
1090,Platoon,1986,DRAMA|WAR,Spanish,France,30132
1091,Weekend at Bernie's,1989,COMEDY,English,Italy,22587
1092,Basic Instinct,1992,MYSTERY|THRILLER,Spanish,USA,2005
1093,"Doors, The",1991,DRAMA|MUSICAL,French,Canada,93164
1094,"Crying Game, The",1992,DRAMA|ROMANCE|WAR,Italian,Canada,75017
1095,Glengarry Glen Ross,1992,DRAMA,Spanish,Canada,8414
1096,Sophie's Choice,1982,DRAMA,Italian,USA,27036
1097,E.T. the Extra-Terrestrial,1982,CHILDREN'S|DRAMA|FANTASY|SCI-FI,Italian,Canada,4721
1098,"Search for One-eye Jimmy, The",1996,COMEDY,Italian,USA,2197
1099,"Christmas Carol, A",1938,DRAMA,German,India,73042
1100,Days of Thunder,1990,ACTION|ROMANCE,French,UK,67171
1101,Top Gun,1986,ACTION|ROMANCE,French,France,65060
1102,American Strays,1996,ACTION,French,Italy,68824
1103,Rebel Without a Cause,1955,DRAMA,French,India,86307
1104,"Streetcar Named Desire, A",1951,DRAMA,German,UK,62773
1105,Children of the Corn IV: The Gathering,1996,HORROR,English,France,13238
1106,"Leopard Son, The",1996,DOCUMENTARY,French,USA,79034
1107,Loser,1991,COMEDY,German,Canada,42903
1108,Prerokbe Ognja,1995,DOCUMENTARY,French,India,38018
1109,Charm's Incidents,1996,DRAMA,German,Italy,85388
1110,Bird of Prey,1996,ACTION,Spanish,USA,81724
1111,Microcosmos (Microcosmos: Le peuple de l'herbe),1996,DOCUMENTARY,French,Italy,24738
1112,Palookaville,1996,ACTION|DRAMA,Spanish,Italy,63272
1113,"Associate, The",1996,COMEDY,English,India,87522
1114,"Funeral, The",1996,DRAMA,German,USA,7338
1115,Sleepover,1995,COMEDY|DRAMA,Spanish,USA,51084
1116,"Single Girl, A (La Fille Seule)",1995,DRAMA,Spanish,USA,57325
1117,"Eighth Day, The (Le Huiti¨¨me jour )",1996,DRAMA,Spanish,Italy,51018
1118,Tashunga,1995,ADVENTURE|WESTERN,English,France,76431
1119,Drunks,1997,DRAMA,English,France,1302
1120,"People vs. Larry Flynt, The",1996,DRAMA,English,UK,60007
1121,Glory Daze,1996,DRAMA,German,Canada,31201
1122,Plutonium Circus,1995,DOCUMENTARY,French,France,51633
1123,"Perfect Candidate, A",1996,DOCUMENTARY,Spanish,Italy,60459
1124,On Golden Pond,1981,DRAMA,Italian,Italy,29277
1125,"Return of the Pink Panther, The",1974,COMEDY,English,Canada,15431
1126,Drop Dead Fred,1991,COMEDY|FANTASY,English,France,83407
1127,"Abyss, The",1989,ACTION|ADVENTURE|SCI-FI|THRILLER,French,France,74165
1128,"Fog, The",1980,HORROR,German,UK,95837
1129,Escape from New York,1981,ACTION|ADVENTURE|SCI-FI|THRILLER,Italian,France,31129
1130,"Howling, The",1980,HORROR,German,Canada,12791
1131,Jean de Florette,1986,DRAMA,Italian,Italy,91918
1132,Manon of the Spring (Manon des sources),1986,DRAMA,French,Canada,73352
1133,Talking About Sex,1994,COMEDY|DRAMA,French,Canada,21454
1134,Johnny 100 Pesos,1993,ACTION|DRAMA,Spanish,USA,46855
1135,Private Benjamin,1980,COMEDY,Spanish,USA,52306
1136,Monty Python and the Holy Grail,1974,COMEDY,German,France,57587
1137,Hustler White,1996,ROMANCE,Spanish,Italy,27361
1138,Dadetown,1995,DOCUMENTARY,German,Italy,97867
1139,Everything Relative,1996,DRAMA,Italian,France,63357
1140,Entertaining Angels: The Dorothy Day Story,1996,DRAMA,Spanish,India,66089
1141,Hoogste tijd,1995,DRAMA,French,India,46470
1142,Get Over It,1996,DRAMA,English,USA,82680
1143,Three Lives and Only One Death,1996,COMEDY,Italian,Italy,69044
1144,"Line King: Al Hirschfeld, The",1996,DOCUMENTARY,Spanish,Canada,81384
1145,Snowriders,1996,DOCUMENTARY,German,Italy,48259
1146,Curtis's Charm,1995,COMEDY|DRAMA,German,UK,52486
1147,When We Were Kings,1996,DOCUMENTARY,French,India,25791
1148,"Wrong Trousers, The",1993,ANIMATION|COMEDY,Italian,USA,47572
1149,JLG/JLG - autoportrait de d¨¦cembre,1994,DOCUMENTARY|DRAMA,French,USA,62768
1150,"Return of Martin Guerre, The (Retour de Martin Guerre, Le)",1982,DRAMA,French,Italy,49003
1151,Faust,1994,ANIMATION|COMEDY|THRILLER,Spanish,India,38273
1152,He Walked by Night,1948,CRIME|FILM|NOIR|THRILLER,German,India,71286
1153,Raw Deal,1948,FILM|NOIR,Italian,USA,50731
1154,T-Men,1947,FILM|NOIR,Italian,Italy,70308
1155,"Invitation, The (Zaproszenie)",1986,DRAMA,Spanish,Canada,93190
1156,"Children Are Watching us, The (Bambini ci guardano, I)",1942,DRAMA,German,France,87074
1157,"Symphonie pastorale, La",1946,DRAMA,English,USA,45870
1158,Here Comes Cookie,1935,COMEDY,English,UK,32485
1159,Love in Bloom,1935,ROMANCE,English,India,91288
1160,Six of a Kind,1934,COMEDY,French,USA,83865
1161,"Tin Drum, The (Blechtrommel, Die)",1979,DRAMA,English,USA,5566
1162,"Ruling Class, The",1972,COMEDY,Italian,Italy,57253
1163,Mina Tannenbaum,1994,DRAMA,French,Canada,54709
1164,Two or Three Things I Know About Her,1966,DRAMA,Spanish,USA,71886
1165,"Bloody Child, The",1996,DRAMA|THRILLER,English,Italy,71023
1166,Farmer & Chase,1995,COMEDY,German,India,88736
1167,Dear God,1996,COMEDY,German,Italy,77763
1168,Bad Moon,1996,HORROR,French,India,97601
1169,American Dream,1990,DOCUMENTARY,English,India,40848
1170,Best of the Best 3: No Turning Back,1995,ACTION,English,UK,55629
1171,Bob Roberts,1992,COMEDY,German,Italy,88881
1172,Cinema Paradiso,1988,COMEDY|DRAMA|ROMANCE,Italian,France,69529
1173,"Cook the Thief His Wife & Her Lover, The",1989,DRAMA,Spanish,UK,95076
1174,Grosse Fatigue,1994,COMEDY,Italian,USA,28818
1175,Delicatessen,1991,COMEDY|SCI-FI,French,USA,3426
1176,"Double Life of Veronique, The (La Double Vie de V¨¦ronique)",1991,DRAMA,French,Canada,90284
1177,Enchanted April,1991,DRAMA,French,India,63643
1178,Paths of Glory,1957,DRAMA|WAR,French,India,90902
1179,"Grifters, The",1990,CRIME|DRAMA|FILM|NOIR,Spanish,Italy,23398
1180,Hear My Song,1991,COMEDY,English,USA,97122
1181,"Shooter, The",1995,ACTION,German,France,19445
1183,"English Patient, The",1996,DRAMA|ROMANCE|WAR,German,Italy,16634
1184,Mediterraneo,1991,COMEDY|WAR,German,USA,89764
1185,My Left Foot,1989,DRAMA,German,France,82744
1186,"Sex, Lies, and Videotape",1989,DRAMA,Italian,UK,29174
1187,Passion Fish,1992,DRAMA,English,Italy,81474
1188,Strictly Ballroom,1992,COMEDY|ROMANCE,French,France,96608
1189,"Thin Blue Line, The",1988,DOCUMENTARY,Italian,Italy,42337
1190,Tie Me Up! Tie Me Down!,1990,DRAMA,Italian,Italy,32765
1191,Madonna: Truth or Dare,1991,DOCUMENTARY,Italian,India,35420
1192,Paris Is Burning,1990,DOCUMENTARY,Italian,India,17028
1193,One Flew Over the Cuckoo's Nest,1975,DRAMA,Spanish,Canada,1232
1194,Up in Smoke,1978,COMEDY,Spanish,France,53795
1196,Star Wars: Episode V - The Empire Strikes Back,1980,ACTION|ADVENTURE|DRAMA|SCI-FI|WAR,French,UK,51248
1197,"Princess Bride, The",1987,ACTION|ADVENTURE|COMEDY|ROMANCE,German,India,57710
1198,Raiders of the Lost Ark,1981,ACTION|ADVENTURE,French,USA,71150
1199,Brazil,1985,SCI-FI,German,USA,62614
1200,Aliens,1986,ACTION|SCI-FI|THRILLER|WAR,Spanish,UK,22819
1201,"Good, The Bad and The Ugly, The",1966,ACTION|WESTERN,French,Italy,38076
1202,Withnail and I,1987,COMEDY,German,UK,57432
1203,12 Angry Men,1957,DRAMA,English,France,86057
1204,Lawrence of Arabia,1962,ADVENTURE|WAR,Italian,India,65201
1205,"Transformers: The Movie, The",1986,ACTION|ANIMATION|CHILDREN'S|SCI-FI|THRILLER|WAR,French,USA,56789
1206,"Clockwork Orange, A",1971,SCI-FI,English,Italy,54685
1207,To Kill a Mockingbird,1962,DRAMA,Spanish,UK,82187
1208,Apocalypse Now,1979,DRAMA|WAR,Italian,India,37669
1209,Once Upon a Time in the West,1969,WESTERN,English,Italy,12718
1210,Star Wars: Episode VI - Return of the Jedi,1983,ACTION|ADVENTURE|ROMANCE|SCI-FI|WAR,German,India,63619
1211,Wings of Desire (Der Himmel ¨¹ber Berlin),1987,COMEDY|DRAMA|ROMANCE,Italian,India,52446
1212,"Third Man, The",1949,MYSTERY|THRILLER,English,Canada,63519
1213,GoodFellas,1990,CRIME|DRAMA,German,Italy,79459
1214,Alien,1979,ACTION|HORROR|SCI-FI|THRILLER,Italian,Canada,30576
1215,Army of Darkness,1993,ACTION|ADVENTURE|COMEDY|HORROR|SCI-FI,Spanish,India,76695
1216,"Big Blue, The (Le Grand Bleu)",1988,ADVENTURE|ROMANCE,Spanish,Italy,94189
1217,Ran,1985,DRAMA|WAR,English,UK,18023
1218,"Killer, The (Die xue shuang xiong)",1989,ACTION|THRILLER,English,Italy,72204
1219,Psycho,1960,HORROR|THRILLER,English,USA,68246
1220,"Blues Brothers, The",1980,ACTION|COMEDY|MUSICAL,Italian,India,91263
1221,"Godfather: Part II, The",1974,ACTION|CRIME|DRAMA,German,Canada,11323
1222,Full Metal Jacket,1987,ACTION|DRAMA|WAR,Spanish,USA,93749
1223,"Grand Day Out, A",1992,ANIMATION|COMEDY,French,France,40471
1224,Henry V,1989,DRAMA|WAR,Italian,India,60130
1225,Amadeus,1984,DRAMA,English,USA,35125
1226,"Quiet Man, The",1952,COMEDY|ROMANCE,French,Canada,69400
1227,Once Upon a Time in America,1984,CRIME|DRAMA|THRILLER,German,Italy,24933
1228,Raging Bull,1980,DRAMA,English,Canada,71623
1230,Annie Hall,1977,COMEDY|ROMANCE,Spanish,USA,86982
1231,"Right Stuff, The",1983,DRAMA,English,UK,20632
1232,Stalker,1979,MYSTERY|SCI-FI,Spanish,USA,42831
1233,"Boat, The (Das Boot)",1981,ACTION|DRAMA|WAR,Spanish,France,54966
1234,"Sting, The",1973,COMEDY|CRIME,English,Italy,7551
1235,Harold and Maude,1971,COMEDY,German,Canada,53052
1236,Trust,1990,COMEDY|DRAMA,Italian,France,77723
1237,"Seventh Seal, The (Sjunde inseglet, Det)",1957,DRAMA,German,India,16069
1238,Local Hero,1983,COMEDY,English,Canada,68504
1240,"Terminator, The",1984,ACTION|SCI-FI|THRILLER,German,Italy,65134
1241,Braindead,1992,COMEDY|HORROR,German,UK,50985
1242,Glory,1989,ACTION|DRAMA|WAR,Spanish,UK,45889
1243,Rosencrantz and Guildenstern Are Dead,1990,COMEDY|DRAMA,German,India,71652
1244,Manhattan,1979,COMEDY|DRAMA|ROMANCE,English,Italy,91304
1245,Miller's Crossing,1990,DRAMA,German,UK,10496
1246,Dead Poets Society,1989,DRAMA,Italian,India,89427
1247,"Graduate, The",1967,DRAMA|ROMANCE,Italian,France,5467
1248,Touch of Evil,1958,CRIME|FILM|NOIR|THRILLER,Spanish,UK,85841
1249,Nikita (La Femme Nikita),1990,THRILLER,Spanish,UK,39920
1250,"Bridge on the River Kwai, The",1957,DRAMA|WAR,Spanish,France,99859
1251,8 1/2,1963,DRAMA,Spanish,France,60129
1252,Chinatown,1974,FILM|NOIR|MYSTERY|THRILLER,German,Canada,80660
1253,"Day the Earth Stood Still, The",1951,DRAMA|SCI-FI,German,USA,80192
1254,"Treasure of the Sierra Madre, The",1948,ADVENTURE,French,USA,42029
1255,Bad Taste,1987,COMEDY|HORROR,English,Canada,31704
1256,Duck Soup,1933,COMEDY|WAR,German,Italy,23008
1257,Better Off Dead...,1985,COMEDY,Italian,Italy,36238
1258,"Shining, The",1980,HORROR,English,Canada,98569
1259,Stand by Me,1986,ADVENTURE|COMEDY|DRAMA,French,India,80570
1260,M,1931,CRIME|FILM|NOIR|THRILLER,English,USA,80431
1261,Evil Dead II (Dead By Dawn),1987,ACTION|ADVENTURE|COMEDY|HORROR,Spanish,USA,48609
1262,"Great Escape, The",1963,ADVENTURE|WAR,Spanish,Italy,59339
1263,"Deer Hunter, The",1978,DRAMA|WAR,English,France,8453
1264,Diva,1981,ACTION|DRAMA|MYSTERY|ROMANCE|THRILLER,Italian,UK,68373
1265,Groundhog Day,1993,COMEDY|ROMANCE,Italian,USA,62733
1266,Unforgiven,1992,WESTERN,German,Italy,72363
1267,"Manchurian Candidate, The",1962,FILM|NOIR|THRILLER,Spanish,Italy,90587
1268,Pump Up the Volume,1990,DRAMA,Spanish,India,17655
1269,Arsenic and Old Lace,1944,COMEDY|MYSTERY|THRILLER,German,India,57770
1270,Back to the Future,1985,COMEDY|SCI-FI,French,USA,32620
1271,Fried Green Tomatoes,1991,DRAMA,Spanish,France,49506
1272,Patton,1970,DRAMA|WAR,Spanish,UK,12849
1273,Down by Law,1986,COMEDY|DRAMA,Italian,UK,71438
1274,Akira,1988,ADVENTURE|ANIMATION|SCI-FI|THRILLER,German,France,50823
1275,Highlander,1986,ACTION|ADVENTURE,Spanish,India,69243
1276,Cool Hand Luke,1967,COMEDY|DRAMA,English,Italy,91756
